Date	Time	matchup	record	team1	team2	B's	league
10 Feb 2018 - Spring Season	9:00:00 PM	Team Solomid - Clutch Gaming	12:01:00 AM	1.31	3.36	10	NALCS
10 Feb 2018 - Spring Season	7:00:00 PM	G2 Esports - Unicorns of Love	1:00:00 AM	1.33	3.2	9	EULCS
10 Feb 2018 - Spring Season	6:00:00 PM	Fnatic - Giants Gaming	1:00:00 AM	1.57	2.35	9	EULCS
10 Feb 2018 - Spring Season	5:15:00 PM	Roccat - Misfits	1:00:00 AM	2.41	1.54	9	EULCS
10 Feb 2018 - Spring Season	4:00:00 PM	H2k-Gaming - Schalke 04	12:01:00 AM	3.57	1.28	8	EULCS
10 Feb 2018 - Spring Season	3:00:00 PM	Vitality - Splyce	1:00:00 AM	1.6	2.29	8	EULCS
09 Feb 2018 - Spring Season	8:00:00 PM	G2 Esports - Schalke 04	1:00:00 AM	1.7	2.1	8	EULCS
09 Feb 2018 - Spring Season	7:00:00 PM	Fnatic - Unicorns of Love	1:00:00 AM	1.29	3.43	8	EULCS
09 Feb 2018 - Spring Season	6:00:00 PM	Giants Gaming - Misfits	1:00:00 AM	2.34	1.56	9	EULCS
09 Feb 2018 - Spring Season	5:00:00 PM	Roccat - Vitality	12:01:00 AM	2.69	1.44	9	EULCS
09 Feb 2018 - Spring Season	4:00:00 PM	H2k-Gaming - Splyce	12:01:00 AM	3.46	1.29	9	EULCS
05 Feb 2018 - Spring Season	1:00:00 AM	Counter Logic Gaming - FlyQuest eSports	1:00:00 AM	1.53	2.42	9	NALCS
05 Feb 2018 - Spring Season	12:00:00 AM	Clutch Gaming - Cloud9	12:01:00 AM	2.48	1.5	9	NALCS
04 Feb 2018 - Spring Season	11:00:00 PM	Golden Guardians - Team Liquid	12:01:00 AM	4.9	1.16	9	NALCS
04 Feb 2018 - Spring Season	10:00:00 PM	Team Solomid - 100 Thieves	1:00:00 AM	1.89	1.87	9	NALCS
04 Feb 2018 - Spring Season	9:00:00 PM	Echo Fox - Optic Gaming	1:00:00 AM	1.28	3.49	9	NALCS
04 Feb 2018 - Spring Season	1:00:00 AM	Team Solomid - Golden Guardians	1:00:00 AM	1.31	3.32	7	NALCS
04 Feb 2018 - Spring Season	12:00:00 AM	FlyQuest eSports - Team Liquid	12:01:00 AM	3.74	1.26	8	NALCS
03 Feb 2018 - Spring Season	11:00:00 PM	Clutch Gaming - 100 Thieves	12:01:00 AM	2.28	1.6	8	NALCS
03 Feb 2018 - Spring Season	10:00:00 PM	Cloud9 - Optic Gaming	1:00:00 AM	1.34	3.2	8	NALCS
03 Feb 2018 - Spring Season	9:00:00 PM	Counter Logic Gaming - Echo Fox	1:00:00 AM	2.92	1.39	8	NALCS
03 Feb 2018 - Spring Season	7:00:00 PM	Misfits - Splyce	12:01:00 AM	1.47	2.63	9	EULCS
03 Feb 2018 - Spring Season	6:00:00 PM	H2k-Gaming - G2 Esports	12:01:00 AM	3.08	1.35	9	EULCS
03 Feb 2018 - Spring Season	5:00:00 PM	Roccat - Fnatic	12:01:00 AM	2.41	1.54	9	EULCS
03 Feb 2018 - Spring Season	4:00:00 PM	Schalke 04 - Giants Gaming	1:00:00 AM	1.9	1.85	9	EULCS
03 Feb 2018 - Spring Season	3:10:00 PM	Unicorns of Love - Vitality	12:01:00 AM	3.22	1.33	8	EULCS
02 Feb 2018 - Spring Season	8:00:00 PM	Fnatic - Misfits	12:01:00 AM	1.75	2.03	9	EULCS
02 Feb 2018 - Spring Season	7:00:00 PM	G2 Esports - Splyce	1:00:00 AM	1.64	2.2	9	EULCS
02 Feb 2018 - Spring Season	6:20:00 PM	Schalke 04 - Vitality	12:01:00 AM	2.09	1.69	9	EULCS
02 Feb 2018 - Spring Season	5:10:00 PM	Giants Gaming - Roccat	1:00:00 AM	1.83	1.95	9	EULCS
02 Feb 2018 - Spring Season	4:00:00 PM	Unicorns of Love - H2k-Gaming	1:00:00 AM	1.86	1.89	9	EULCS
29 Jan 2018 - Spring Season	1:00:00 AM	Team Liquid - Clutch Gaming	1:00:00 AM	1.32	3.35	10	NALCS
29 Jan 2018 - Spring Season	12:00:00 AM	Golden Guardians - Counter Logic Gaming	12:01:00 AM	2.63	1.46	10	NALCS
28 Jan 2018 - Spring Season	11:00:00 PM	Optic Gaming - FlyQuest eSports	1:00:00 AM	1.82	1.95	10	NALCS
28 Jan 2018 - Spring Season	10:00:00 PM	Cloud9 - 100 Thieves	1:00:00 AM	1.87	1.88	10	NALCS
28 Jan 2018 - Spring Season	9:00:00 PM	Echo Fox - Team Solomid	1:00:00 AM	1.59	2.37	10	NALCS
28 Jan 2018 - Spring Season	1:00:00 AM	Golden Guardians - FlyQuest eSports	12:01:00 AM	2.13	1.68	10	NALCS
28 Jan 2018 - Spring Season	12:00:00 AM	100 Thieves - Team Liquid	1:00:00 AM	2.23	1.62	10	NALCS
27 Jan 2018 - Spring Season	11:00:00 PM	Cloud9 - Echo Fox	12:01:00 AM	1.73	2.06	10	NALCS
27 Jan 2018 - Spring Season	10:00:00 PM	Team Solomid - Optic Gaming	1:00:00 AM	1.42	2.78	10	NALCS
27 Jan 2018 - Spring Season	9:00:00 PM	Clutch Gaming - Counter Logic Gaming	1:00:00 AM	2.08	1.71	10	NALCS
27 Jan 2018 - Spring Season	7:00:00 PM	Fnatic - G2 Esports	1:00:00 AM	1.62	2.24	7	EULCS
27 Jan 2018 - Spring Season	6:00:00 PM	Splyce - Schalke 04	1:00:00 AM	2.09	1.71	7	EULCS
27 Jan 2018 - Spring Season	5:00:00 PM	Vitality - Misfits	12:01:00 AM	2.12	1.68	7	EULCS
27 Jan 2018 - Spring Season	4:00:00 PM	Unicorns of Love - Roccat	12:01:00 AM	1.83	1.96	7	EULCS
27 Jan 2018 - Spring Season	3:00:00 PM	H2k-Gaming - Giants Gaming	12:01:00 AM	2.3	1.59	7	EULCS
26 Jan 2018 - Spring Season	9:00:00 PM	Schalke 04 - Unicorns of Love	1:00:00 AM	1.51	2.47	9	EULCS
26 Jan 2018 - Spring Season	7:40:00 PM	Vitality - Fnatic	1:00:00 AM	2.74	1.41	9	EULCS
26 Jan 2018 - Spring Season	6:30:00 PM	Misfits - H2k-Gaming	1:00:00 AM	1.44	2.71	9	EULCS
26 Jan 2018 - Spring Season	5:15:00 PM	Splyce - Roccat	12:01:00 AM	1.41	2.82	9	EULCS
26 Jan 2018 - Spring Season	4:00:00 PM	Giants Gaming - G2 Esports	1:00:00 AM	2.71	1.45	9	EULCS
22 Jan 2018 - Spring Season	1:00:00 AM	Echo Fox - Clutch Gaming	1:00:00 AM	1.54	2.42	10	NALCS
22 Jan 2018 - Spring Season	12:00:00 AM	Golden Guardians - Cloud9	12:01:00 AM	2.91	1.39	10	NALCS
21 Jan 2018 - Spring Season	11:00:00 PM	Counter Logic Gaming - 100 Thieves	12:01:00 AM	1.64	2.2	10	NALCS
21 Jan 2018 - Spring Season	10:00:00 PM	FlyQuest eSports - Team Solomid	1:00:00 AM	2.67	1.46	10	NALCS
21 Jan 2018 - Spring Season	9:00:00 PM	Optic Gaming - Team Liquid	12:01:00 AM	3.63	1.27	8	NALCS
21 Jan 2018 - Spring Season	1:00:00 AM	Counter Logic Gaming - Cloud9	12:01:00 AM	1.68	2.14	9	NALCS
21 Jan 2018 - Spring Season	12:00:00 AM	Echo Fox - FlyQuest eSports	1:00:00 AM	1.64	2.2	9	NALCS
20 Jan 2018 - Spring Season	11:00:00 PM	Clutch Gaming - Golden Guardians	1:00:00 AM	1.55	2.41	9	NALCS
20 Jan 2018 - Spring Season	10:00:00 PM	100 Thieves - Optic Gaming	1:00:00 AM	1.54	2.45	8	NALCS
20 Jan 2018 - Spring Season	9:00:00 PM	Team Liquid - Team Solomid	1:00:00 AM	1.99	1.78	9	NALCS
20 Jan 2018 - Spring Season	8:00:00 PM	Misfits - Schalke 04	1:00:00 AM	1.62	2.18	8	EULCS
20 Jan 2018 - Spring Season	6:50:00 PM	G2 Esports - Roccat	12:01:00 AM	1.21	4.1	8	EULCS
20 Jan 2018 - Spring Season	5:45:00 PM	H2k-Gaming - Fnatic	1:00:00 AM	4.37	1.19	8	EULCS
20 Jan 2018 - Spring Season	4:15:00 PM	Splyce - Unicorns of Love	1:00:00 AM	1.55	2.34	8	EULCS
20 Jan 2018 - Spring Season	3:00:00 PM	Giants Gaming - Vitality	12:01:00 AM	2.26	1.6	8	EULCS
19 Jan 2018 - Spring Season	9:00:00 PM	Fnatic - Splyce	1:00:00 AM	1.35	3.05	9	EULCS
19 Jan 2018 - Spring Season	7:50:00 PM	Roccat - Schalke 04	12:01:00 AM	2.45	1.51	9	EULCS
19 Jan 2018 - Spring Season	6:50:00 PM	Unicorns of Love - Giants Gaming	12:01:00 AM	1.55	2.36	9	EULCS
19 Jan 2018 - Spring Season	5:25:00 PM	Vitality - H2k-Gaming	1:00:00 AM	1.47	2.59	9	EULCS
19 Jan 2018 - Spring Season	4:20:00 PM	G2 Esports - Misfits	1:00:00 AM	1.73	2.05	9	EULCS
01 Jul 2018 - Summer Season	11:00:00 AM	G-Rex - ahq e-Sports club	1:02:00 AM	1.16	4.9	5	LMS
01 Jul 2018 - Summer Season	8:00:00 AM	Hong Kong Attitude - J Team	1:02:00 AM	1.4	2.83	5	LMS
30 Jun 2018 - Summer Season	11:00:00 AM	J Team - MAD Team	1:02:00 AM	2.31	1.56	6	LMS
30 Jun 2018 - Summer Season	8:00:00 AM	Machi E-Sports - Team Afro	12:02:00 AM	1.18	4.57	6	LMS
29 Jun 2018 - Summer Season	10:30:00 AM	MAD Team - G-Rex	2:01:00 AM	2.92	1.38	7	LMS
29 Jun 2018 - Summer Season	8:00:00 AM	Team Afro - yoe Flash Wolves	12:02:00 AM	12.04	1.02	6	LMS
28 Jun 2018 - Summer Season	11:00:00 AM	ahq e-Sports club - Hong Kong Attitude	12:02:00 AM	2.19	1.67	4	LMS
28 Jun 2018 - Summer Season	8:00:00 AM	yoe Flash Wolves - Machi E-Sports	2:00:00 AM	1.15	4.83	5	LMS
24 Jun 2018 - Summer Season	11:00:00 AM	Hong Kong Attitude - G-Rex	2:00:00 AM	3.69	1.26	6	LMS
24 Jun 2018 - Summer Season	8:00:00 AM	Team Afro - J Team	12:02:00 AM	2.67	1.45	6	LMS
23 Jun 2018 - Summer Season	11:00:00 AM	ahq e-Sports club - yoe Flash Wolves	12:02:00 AM	6.74	1.09	7	LMS
23 Jun 2018 - Summer Season	8:00:00 AM	Machi E-Sports - MAD Team	1:02:00 AM	1.46	2.61	7	LMS
22 Apr 2018 - Spring - Play Offs	8:15:00 AM	yoe Flash Wolves - G-Rex	3:00:00 AM	1.43	2.71	8	LMS
15 Apr 2018 - Spring - Play Offs	10:30:00 AM	G-Rex - MAD Team	3:00:00 AM	1.18	4.51	8	LMS
14 Apr 2018 - Spring - Play Offs	11:00:00 AM	Machi E-Sports - MAD Team	1:03:00 AM	1.49	2.85	8	LMS
01 Apr 2018 - Spring Season	11:00:00 AM	ahq e-Sports club - J Team	2:00:00 AM	2.58	1.48	8	LMS
31 Mar 2018 - Spring Season	11:00:00 AM	J Team - yoe Flash Wolves	12:02:00 AM	4.02	1.24	8	LMS
30 Mar 2018 - Spring Season	11:00:00 AM	Machi E-Sports - G-Rex	1:02:00 AM	3.06	1.35	8	LMS
30 Mar 2018 - Spring Season	8:00:00 AM	yoe Flash Wolves - ahq e-Sports club	2:00:00 AM	1.09	7.03	8	LMS
29 Mar 2018 - Spring Season	11:00:00 AM	Team Afro - MAD Team	1:02:00 AM	2.73	1.43	8	LMS
29 Mar 2018 - Spring Season	8:00:00 AM	Hong Kong Attitude - Machi E-Sports	12:02:00 AM	2.77	1.42	8	LMS
25 Mar 2018 - Spring Season	11:20:00 AM	yoe Flash Wolves - Hong Kong Attitude	2:00:00 AM	1.09	7.05	7	LMS
24 Mar 2018 - Spring Season	11:15:00 AM	Machi E-Sports - ahq e-Sports club	2:01:00 AM	2.1	1.69	8	LMS
23 Mar 2018 - Spring Season	11:00:00 AM	G-Rex - Hong Kong Attitude	2:01:00 AM	1.12	5.82	8	LMS
23 Mar 2018 - Spring Season	8:00:00 AM	Machi E-Sports - MAD Team	2:00:00 AM	1.51	2.52	8	LMS
22 Mar 2018 - Spring Season	11:00:00 AM	J Team - G-Rex	12:02:00 AM	3.04	1.36	8	LMS
22 Mar 2018 - Spring Season	8:00:00 AM	Team Afro - yoe Flash Wolves	12:02:00 AM	10.33	1.04	7	LMS
18 Mar 2018 - Spring Season	11:00:00 AM	J Team - Machi E-Sports	12:02:00 AM	1.5	2.51	8	LMS
17 Mar 2018 - Spring Season	11:00:00 AM	G-Rex - Team Afro	2:00:00 AM	1.11	6	8	LMS
16 Mar 2018 - Spring Season	11:00:00 AM	Hong Kong Attitude - Team Afro	2:00:00 AM	1.63	2.22	7	LMS
16 Mar 2018 - Spring Season	8:00:00 AM	ahq e-Sports club - MAD Team	1:02:00 AM	1.34	3.17	7	LMS
15 Mar 2018 - Spring Season	11:00:00 AM	yoe Flash Wolves - MAD Team	2:01:00 AM	1.17	4.78	7	LMS
15 Mar 2018 - Spring Season	8:00:00 AM	ahq e-Sports club - G-Rex	12:02:00 AM	2.69	1.44	8	LMS
11 Mar 2018 - Spring Season	11:10:00 AM	MAD Team - Hong Kong Attitude	1:02:00 AM	1.8	1.96	7	LMS
11 Mar 2018 - Spring Season	10:00:00 AM	Machi E-Sports - Team Afro	2:00:00 AM	1.49	2.53	8	LMS
09 Mar 2018 - Spring Season	10:00:00 AM	G-Rex - yoe Flash Wolves	2:00:00 AM	3.39	1.31	8	LMS
09 Mar 2018 - Spring Season	7:00:00 AM	Team Afro - J Team	12:02:00 AM	2.78	1.42	8	LMS
08 Mar 2018 - Spring Season	10:00:00 AM	ahq e-Sports club - Hong Kong Attitude	2:00:00 AM	1.27	3.64	8	LMS
08 Mar 2018 - Spring Season	7:00:00 AM	MAD Team - J Team	2:00:00 AM	3.42	1.3	8	LMS
04 Mar 2018 - Spring Season	10:20:00 AM	Team Afro - ahq e-Sports club	12:02:00 AM	2.78	1.42	7	LMS
03 Mar 2018 - Spring Season	10:00:00 AM	MAD Team - G-Rex	12:02:00 AM	2.65	1.46	8	LMS
02 Mar 2018 - Spring Season	10:00:00 AM	Hong Kong Attitude - J Team	1:02:00 AM	5.12	1.16	7	LMS
02 Mar 2018 - Spring Season	7:00:00 AM	yoe Flash Wolves - Machi E-Sports	2:00:00 AM	1.17	4.86	6	LMS
01 Mar 2018 - Spring Season	10:00:00 AM	yoe Flash Wolves - J Team	2:00:00 AM	1.34	3.14	8	LMS
01 Mar 2018 - Spring Season	7:00:00 AM	Team Afro - Machi E-Sports	2:01:00 AM	3.11	1.35	8	LMS
28 Feb 2018 - Spring Season	10:00:00 AM	G-Rex - J Team	2:01:00 AM	1.74	2.03	7	LMS
25 Feb 2018 - Spring Season	10:15:00 AM	Team Afro - Hong Kong Attitude	1:02:00 AM	1.59	2.28	8	LMS
24 Feb 2018 - Spring Season	10:00:00 AM	MAD Team - yoe Flash Wolves	12:02:00 AM	3.64	1.26	8	LMS
23 Feb 2018 - Spring Season	10:00:00 AM	Machi E-Sports - yoe Flash Wolves	12:02:00 AM	3.85	1.24	8	LMS
23 Feb 2018 - Spring Season	7:00:00 AM	G-Rex - ahq e-Sports club	12:02:00 AM	1.32	3.2	8	LMS
22 Feb 2018 - Spring Season	10:00:00 AM	J Team - ahq e-Sports club	2:00:00 AM	1.42	2.7	7	LMS
22 Feb 2018 - Spring Season	7:00:00 AM	MAD Team - Team Afro	12:02:00 AM	1.41	2.77	7	LMS
11 Feb 2018 - Spring Season	10:00:00 AM	Hong Kong Attitude - MAD Team	1:02:00 AM	2.67	1.45	7	LMS
10 Feb 2018 - Spring Season	10:00:00 AM	Machi E-Sports - J Team	2:01:00 AM	2.88	1.39	8	LMS
09 Feb 2018 - Spring Season	7:00:00 AM	ahq e-Sports club - Team Afro	1:02:00 AM	1.2	4.18	8	LMS
08 Feb 2018 - Spring Season	11:00:00 AM	ahq e-Sports club - yoe Flash Wolves	1:02:00 AM	4.18	1.2	7	LMS
08 Feb 2018 - Spring Season	7:00:00 AM	Hong Kong Attitude - G-Rex	1:02:00 AM	5.81	1.12	7	LMS
04 Feb 2018 - Spring Season	10:15:00 AM	yoe Flash Wolves - G-Rex	2:00:00 AM	1.85	1.89	8	LMS
03 Feb 2018 - Spring Season	10:00:00 AM	Hong Kong Attitude - yoe Flash Wolves	12:02:00 AM	6.61	1.1	7	LMS
02 Feb 2018 - Spring Season	10:00:00 AM	MAD Team - Machi E-Sports	2:00:00 AM	3.28	1.32	7	LMS
02 Feb 2018 - Spring Season	7:00:00 AM	J Team - Team Afro	2:01:00 AM	1.1	6.33	7	LMS
01 Feb 2018 - Spring Season	10:00:00 AM	MAD Team - ahq e-Sports club	2:01:00 AM	3.45	1.29	8	LMS
01 Feb 2018 - Spring Season	7:15:00 AM	G-Rex - Machi E-Sports	2:00:00 AM	1.57	2.33	7	LMS
28 Jan 2018 - Spring Season	10:00:00 AM	G-Rex - MAD Team	2:00:00 AM	1.1	6.31	6	LMS
27 Jan 2018 - Spring Season	10:00:00 AM	ahq e-Sports club - Machi E-Sports	12:02:00 AM	1.25	3.77	6	LMS
26 Jan 2018 - Spring Season	10:00:00 AM	Team Afro - G-Rex	12:02:00 AM	6.31	1.11	7	LMS
26 Jan 2018 - Spring Season	7:00:00 AM	J Team - Hong Kong Attitude	2:00:00 AM	1.35	3.05	8	LMS
25 Jan 2018 - Spring Season	11:20:00 AM	yoe Flash Wolves - Team Afro	2:01:00 AM	1.03	9.93	8	LMS
25 Jan 2018 - Spring Season	7:00:00 AM	Machi E-Sports - Hong Kong Attitude	2:01:00 AM	1.98	1.78	6	LMS
21 Jan 2018 - Spring Season	10:00:00 AM	Hong Kong Attitude - ahq e-Sports club	12:02:00 AM	2.9	1.39	7	LMS
20 Jan 2018 - Spring Season	10:00:00 AM	J Team - MAD Team	2:01:00 AM	1.1	6.23	7	LMS
25 Aug 2017 - Summer - Play offs	7:50:00 AM	yoe Flash Wolves - ahq e-Sports club	3:00:00 AM	1.46	2.67	6	LMS
20 Aug 2017 - Summer - Play offs	7:30:00 AM	Raise Gaming (League of Legends) - ahq e-Sports club	1:03:00 AM	3.8	1.23	4	LMS
18 Aug 2017 - Summer - Play offs	7:30:00 AM	ahq e-Sports club - J Team	3:02:00 AM	1.4	2.87	6	LMS
06 Aug 2017 - Summer Season	10:00:00 AM	J Team - Fireball	1:02:00 AM	1.03	10.79	2	LMS
06 Aug 2017 - Summer Season	8:00:00 AM	yoe Flash Wolves - Raise Gaming (League of Legends)	2:01:00 AM	1.16	5.07	6	LMS
05 Aug 2017 - Summer Season	11:40:00 AM	ahq e-Sports club - yoe Flash Wolves	12:02:00 AM	2.25	1.65	5	LMS
05 Aug 2017 - Summer Season	8:00:00 AM	Raise Gaming (League of Legends) - Fireball	2:00:00 AM	1.02	12.83	5	LMS
04 Aug 2017 - Summer Season	11:00:00 AM	Hong Kong Attitude - J Team	2:01:00 AM	3.82	1.25	5	LMS
04 Aug 2017 - Summer Season	8:00:00 AM	Machi17 - yoe Flash Wolves	2:01:00 AM	4.49	1.18	5	LMS
03 Aug 2017 - Summer Season	11:30:00 AM	Wayi Spider - Machi17	2:00:00 AM	2.8	1.39	5	LMS
03 Aug 2017 - Summer Season	8:00:00 AM	Raise Gaming (League of Legends) - Hong Kong Attitude	2:01:00 AM	1.51	2.45	5	LMS
02 Aug 2017 - Summer Season	10:00:00 AM	yoe Flash Wolves - Hong Kong Attitude	1:02:00 AM	1.06	8.76	6	LMS
29 Jul 2017 - Summer Season	8:00:00 AM	ahq e-Sports club - Machi17	2:00:00 AM	1.26	3.81	6	LMS
28 Jul 2017 - Summer Season	10:00:00 AM	Raise Gaming (League of Legends) - ahq e-Sports club	12:02:00 AM	2.52	1.51	6	LMS
28 Jul 2017 - Summer Season	8:00:00 AM	Wayi Spider - J Team	12:02:00 AM	5.15	1.15	6	LMS
27 Jul 2017 - Summer Season	10:00:00 AM	Hong Kong Attitude - Wayi Spider	2:01:00 AM	1.48	2.56	5	LMS
27 Jul 2017 - Summer Season	8:20:00 AM	Machi17 - Fireball	2:00:00 AM	1.09	6.51	4	LMS
23 Jul 2017 - Summer Season	11:00:00 AM	Wayi Spider - Raise Gaming (League of Legends)	1:02:00 AM	2.95	1.36	6	LMS
23 Jul 2017 - Summer Season	8:00:00 AM	Machi17 - Hong Kong Attitude	2:01:00 AM	1.49	2.48	6	LMS
22 Jul 2017 - Summer Season	10:00:00 AM	J Team - yoe Flash Wolves	12:02:00 AM	4.16	1.21	6	LMS
22 Jul 2017 - Summer Season	8:00:00 AM	Fireball - Wayi Spider	12:02:00 AM	3.94	1.23	6	LMS
21 Jul 2017 - Summer Season	10:00:00 AM	Hong Kong Attitude - ahq e-Sports club	2:00:00 AM	7.9	1.07	6	LMS
21 Jul 2017 - Summer Season	8:00:00 AM	Fireball - yoe Flash Wolves	12:02:00 AM	13.34	1.02	5	LMS
20 Jul 2017 - Summer Season	10:00:00 AM	Raise Gaming (League of Legends) - Machi17	2:00:00 AM	1.96	1.8	6	LMS
20 Jul 2017 - Summer Season	8:00:00 AM	ahq e-Sports club - J Team	2:01:00 AM	1.49	2.53	6	LMS
16 Jul 2017 - Summer Season	11:15:00 AM	ahq e-Sports club - Fireball	2:00:00 AM	1.03	10.2	5	LMS
15 Jul 2017 - Summer Season	11:15:00 AM	Machi17 - J Team	2:00:00 AM	4.25	1.2	5	LMS
14 Jul 2017 - Summer Season	11:00:00 AM	J Team - Raise Gaming (League of Legends)	2:00:00 AM	1.52	2.43	6	LMS
14 Jul 2017 - Summer Season	8:00:00 AM	yoe Flash Wolves - Wayi Spider	2:01:00 AM	1.04	9.27	6	LMS
13 Jul 2017 - Summer Season	10:00:00 AM	Wayi Spider - ahq e-Sports club	12:02:00 AM	6.8	1.08	6	LMS
13 Jul 2017 - Summer Season	8:00:00 AM	Fireball - Hong Kong Attitude	12:02:00 AM	3.18	1.33	4	LMS
01 Jul 2017 - Summer Season	10:50:00 AM	yoe Flash Wolves - J Team	2:00:00 AM	1.32	3.26	6	LMS
01 Jul 2017 - Summer Season	8:20:00 AM	Hong Kong Attitude - Machi17	12:02:00 AM	1.54	2.41	5	LMS
30 Jun 2017 - Summer Season	10:30:00 AM	Raise Gaming (League of Legends) - Wayi Spider	1:02:00 AM	1.06	8.78	7	LMS
30 Jun 2017 - Summer Season	8:00:00 AM	Fireball - ahq e-Sports club	12:02:00 AM	12.53	1.02	7	LMS
25 Jun 2017 - Summer Season	12:00:00 PM	ahq e-Sports club - Raise Gaming (League of Legends)	1:02:00 AM	1.6	2.2	7	LMS
25 Jun 2017 - Summer Season	8:00:00 AM	Fireball - Machi17	1:02:00 AM	4.06	1.22	7	LMS
24 Jun 2017 - Summer Season	10:00:00 AM	yoe Flash Wolves - ahq e-Sports club	2:01:00 AM	1.48	2.6	7	LMS
24 Jun 2017 - Summer Season	8:00:00 AM	Wayi Spider - Hong Kong Attitude	12:02:00 AM	2.28	1.58	7	LMS
23 Jun 2017 - Summer Season	10:00:00 AM	yoe Flash Wolves - Machi17	2:00:00 AM	1.05	8.51	6	LMS
23 Jun 2017 - Summer Season	8:00:00 AM	Fireball - J Team	12:02:00 AM	8.5	1.05	7	LMS
18 Jun 2017 - Summer Season	10:45:00 AM	Raise Gaming (League of Legends) - J Team	2:01:00 AM	3.12	1.36	7	LMS
18 Jun 2017 - Summer Season	8:15:00 AM	Hong Kong Attitude - yoe Flash Wolves	12:02:00 AM	6.26	1.11	7	LMS
17 Jun 2017 - Summer Season	10:00:00 AM	yoe Flash Wolves - Fireball	2:00:00 AM	1.1	6.67	6	LMS
17 Jun 2017 - Summer Season	8:00:00 AM	J Team - ahq e-Sports club	2:00:00 AM	2.79	1.41	7	LMS
16 Jun 2017 - Summer Season	10:00:00 AM	Hong Kong Attitude - Fireball	2:01:00 AM	1.17	4.84	7	LMS
16 Jun 2017 - Summer Season	8:00:00 AM	Machi17 - Wayi Spider	2:01:00 AM	1.28	3.52	7	LMS
11 Jun 2017 - Summer Season	11:00:00 AM	Machi17 - ahq e-Sports club	12:02:00 AM	6.65	1.09	7	LMS
11 Jun 2017 - Summer Season	8:00:00 AM	Raise Gaming (League of Legends) - yoe Flash Wolves	2:00:00 AM	2.25	1.6	6	LMS
10 Jun 2017 - Summer Season	10:00:00 AM	Wayi Spider - yoe Flash Wolves	2:00:00 AM	9.81	1.04	5	LMS
10 Jun 2017 - Summer Season	8:00:00 AM	Hong Kong Attitude - Raise Gaming (League of Legends)	12:02:00 AM	1.39	2.87	6	LMS
09 Jun 2017 - Summer Season	10:00:00 AM	J Team - Machi17	2:00:00 AM	1.22	4.05	7	LMS
09 Jun 2017 - Summer Season	8:00:00 AM	Wayi Spider - Fireball	2:00:00 AM	3.46	1.29	7	LMS
08 Jun 2017 - Summer Season	11:30:00 AM	Fireball - Raise Gaming (League of Legends)	12:02:00 AM	1.5	2.45	6	LMS
08 Jun 2017 - Summer Season	8:00:00 AM	ahq e-Sports club - Hong Kong Attitude	2:01:00 AM	1.05	8.67	6	LMS
04 Jun 2017 - Summer Season	10:00:00 AM	ahq e-Sports club - Wayi Spider	2:00:00 AM	1.02	12.16	6	LMS
04 Jun 2017 - Summer Season	8:00:00 AM	J Team - Hong Kong Attitude	2:00:00 AM	1.32	3.31	6	LMS
03 Jun 2017 - Summer Season	10:50:00 AM	Machi17 - Raise Gaming (League of Legends)	1:02:00 AM	1.06	8.43	6	LMS
03 Jun 2017 - Summer Season	8:00:00 AM	J Team - Wayi Spider	2:00:00 AM	1.03	10.64	5	LMS
23 Apr 2017 - Spring - Play Offs	8:00:00 AM	yoe Flash Wolves - ahq e-Sports club	3:01:00 AM	1.26	3.7	6	LMS
22 Apr 2017 - Spring - Play Offs	8:25:00 AM	ahq e-Sports club - J Team	3:00:00 AM	1.25	3.56	6	LMS
21 Apr 2017 - Spring - Play Offs	8:00:00 AM	Machi17 - J Team	1:03:00 AM	2.8	1.41	7	LMS
09 Apr 2017 - Spring Season	11:00:00 AM	ahq e-Sports club - Fireball	2:00:00 AM	1.08	7.15	7	LMS
09 Apr 2017 - Spring Season	10:25:00 AM	Hong Kong Esports - yoe Flash Wolves	12:02:00 AM	7.99	1.07	7	LMS
08 Apr 2017 - Spring Season	1:00:00 PM	ahq e-Sports club - J Team	1:02:00 AM	1.2	4.26	7	LMS
08 Apr 2017 - Spring Season	11:00:00 AM	yoe Flash Wolves - Fireball	2:00:00 AM	1.03	10.93	7	LMS
07 Apr 2017 - Spring Season	1:00:00 PM	eXtreme Gamers - Machi17	12:02:00 AM	11.1	1.06	7	LMS
07 Apr 2017 - Spring Season	11:00:00 AM	Wayi Spider - J Team	12:02:00 AM	11.97	1.02	7	LMS
02 Apr 2017 - Spring Season	11:00:00 AM	Hong Kong Esports - Machi17	12:02:00 AM	2.19	1.64	7	LMS
02 Apr 2017 - Spring Season	8:00:00 AM	eXtreme Gamers - yoe Flash Wolves	12:02:00 AM	12.89	1.02	7	LMS
01 Apr 2017 - Spring Season	1:00:00 PM	eXtreme Gamers - Hong Kong Esports	12:02:00 AM	7.06	1.08	6	LMS
01 Apr 2017 - Spring Season	11:00:00 AM	Machi17 - Wayi Spider	2:01:00 AM	1.03	11.43	7	LMS
31 Mar 2017 - Spring Season	1:00:00 PM	ahq e-Sports club - Wayi Spider	2:00:00 AM	1.01	13.16	6	LMS
31 Mar 2017 - Spring Season	11:00:00 AM	J Team - Fireball	2:00:00 AM	1.17	4.63	7	LMS
26 Mar 2017 - Spring Season	10:25:00 AM	yoe Flash Wolves - Wayi Spider	2:00:00 AM	1.02	13	7	LMS
